UserID,UserName,Age,Gender,Email,total_courses,enrollment_frequency,avg_spending,total_spending,diversity_score,avg_course_rating,preferred_category,preferred_level,learning_depth_index,preferred_teacher,teacher_diversity
U00821,sarawashington,23,Male,ashley12@yahoo.com,13,13,122.86923076923077,1597.3,11,2.9061538461538463,Artificial Intelligence,Beginner,0.375,TC00042,2
U00822,iweber,35,Female,allenjason@gmail.com,1,1,0.0,0.0,1,2.43,Programming,Intermediate,0.0,TC00039,1
U00823,burgessashley,22,Male,jsalinas@outlook.com,1,1,212.39,212.39,1,3.15,Digital Marketing,Advanced,1.0,TC00019,1
U00824,mary48,27,Male,josesmith@yahoo.com,1,1,0.0,0.0,1,4.1,Finance,Intermediate,0.0,TC00044,1
U00825,odavis,26,Male,richard58@gmail.com,3,3,162.64000000000001,487.92,3,3.703333333333333,Business,Advanced,2.0,TC00008,3
U00826,jamespatel,16,Male,maddoxashley@outlook.com,1,1,53.86,53.86,1,2.47,Finance,Beginner,0.0,TC00023,1
U00827,joshua59,26,Female,morrisonbrian@yahoo.com,2,2,0.0,0.0,2,4.41,Finance,Intermediate,0.0,TC00032,2
U00828,tanya22,25,Male,brian39@hotmail.com,3,3,197.61666666666667,592.85,3,3.9066666666666663,Artificial Intelligence,Intermediate,1.0,TC00002,3
U00829,hthomas,22,Male,householly@hotmail.com,16,16,83.644375,1338.31,8,3.054375,Cybersecurity,Beginner,0.375,TC00040,2
U00830,cookreginald,26,Female,qhiggins@outlook.com,1,1,326.02,326.02,1,2.69,Business,Intermediate,0.0,TC00028,1
U00831,stephanie39,18,Male,henryanderson@yahoo.com,2,2,0.0,0.0,2,3.16,Design,Advanced,0.5,TC00003,2
U00832,chumphrey,20,Female,fingram@yahoo.com,1,1,0.0,0.0,1,3.85,Programming,Beginner,0.0,TC00017,1
U00833,anna24,32,Female,yangryan@hotmail.com,3,3,0.0,0.0,3,2.0066666666666664,Machine Learning,Advanced,1.0,TC00004,3
U00834,connor47,30,Male,foxrachel@gmail.com,1,1,0.0,0.0,1,2.2,Web Development,Beginner,0.0,TC00045,1
U00835,jonesnatalie,33,Female,johnstonheather@hotmail.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00016,1
U00836,vlee,29,Female,mgonzalez@gmail.com,15,15,62.11333333333334,931.7,9,2.886,Digital Marketing,Beginner,0.375,TC00040,2
U00837,summersbenjamin,28,Male,tina58@outlook.com,4,4,71.2625,285.05,3,2.5175,Programming,Beginner,0.25,TC00056,3
U00838,johnmclean,25,Female,ibailey@hotmail.com,12,12,85.59916666666668,1027.19,8,2.8408333333333338,Data Science,Advanced,1.0,TC00042,2
U00839,richardgonzales,33,Male,anne86@outlook.com,1,1,0.0,0.0,1,4.94,Cybersecurity,Beginner,0.0,TC00032,1
U00840,kristen96,18,Male,evanschad@gmail.com,3,3,131.42,394.26,3,2.4533333333333336,Cybersecurity,Intermediate,0.0,TC00004,3
U00841,potterchristine,29,Female,zjones@hotmail.com,1,1,0.0,0.0,1,1.91,Cybersecurity,Intermediate,0.0,TC00032,1
U00842,johnsonmichael,21,Female,slucas@hotmail.com,2,2,44.795,89.59,2,2.7800000000000002,Artificial Intelligence,Beginner,0.0,TC00030,2
U00843,danielrivera,21,Male,shieldsjustin@outlook.com,1,1,276.37,276.37,1,2.72,Design,Advanced,1.0,TC00003,1
U00844,bellnicholas,26,Male,rachelharris@gmail.com,1,1,0.0,0.0,1,4.72,Marketing,Intermediate,0.0,TC00031,1
U00845,larry84,25,Female,selena53@hotmail.com,1,1,53.86,53.86,1,2.47,Finance,Beginner,0.0,TC00044,1
U00846,geraldbrown,16,Male,amanda42@hotmail.com,1,1,57.32,57.32,1,4.74,Web Development,Advanced,1.0,TC00034,1
U00847,cscott,23,Male,adamsjessica@gmail.com,1,1,0.0,0.0,1,4.66,Digital Marketing,Intermediate,0.0,TC00017,1
U00848,wlindsey,28,Male,alan56@hotmail.com,4,4,103.8775,415.51,3,3.7825,Artificial Intelligence,Intermediate,0.5,TC00054,3
U00849,patrick51,20,Male,thompsonjack@gmail.com,2,2,124.05,248.1,1,2.42,Artificial Intelligence,Beginner,0.0,TC00041,2
U00850,christopheradams,26,Male,brandon52@hotmail.com,15,15,59.86333333333334,897.95,9,3.0846666666666662,Project Management,Advanced,2.6666666666666665,TC00042,2
U00851,jamesandersen,21,Male,gregorycastillo@outlook.com,1,1,0.0,0.0,1,4.73,Machine Learning,Intermediate,0.0,TC00010,1
U00852,scottgoodman,23,Male,mthomas@gmail.com,13,13,121.47230769230768,1579.1399999999999,8,3.4723076923076923,Artificial Intelligence,Intermediate,0.8,TC00042,2
U00853,qhancock,24,Male,jessicatate@yahoo.com,2,2,0.0,0.0,2,2.92,Machine Learning,Intermediate,0.0,TC00003,2
U00854,jeffery46,28,Male,jenniferking@gmail.com,2,2,149.785,299.57,2,3.3600000000000003,Data Science,Advanced,0.5,TC00006,2
U00855,cmoody,15,Female,jonathan95@yahoo.com,1,1,0.0,0.0,1,1.28,Programming,Beginner,0.0,TC00016,1
U00856,jeffreyosborne,21,Female,abrown@yahoo.com,1,1,0.0,0.0,1,2.14,Digital Marketing,Beginner,0.0,TC00017,1
U00857,rjohnson,15,Male,fshaw@outlook.com,1,1,0.0,0.0,1,3.32,Web Development,Beginner,0.0,TC00026,1
U00858,hperez,20,Male,josephramirez@gmail.com,15,15,26.431333333333335,396.47,8,3.258666666666667,Machine Learning,Beginner,0.5,TC00042,2
U00859,connie76,22,Male,fjones@outlook.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00016,1
U00860,charlesromero,23,Female,sabrinagarcia@yahoo.com,1,1,490.9,490.9,1,4.55,Artificial Intelligence,Beginner,0.0,TC00027,1
U00861,cjones,22,Female,williamporter@hotmail.com,1,1,0.0,0.0,1,1.73,Machine Learning,Intermediate,0.0,TC00038,1
U00862,ucampbell,18,Female,ycruz@outlook.com,1,1,487.92,487.92,1,3.64,Business,Advanced,1.0,TC00052,1
U00863,carlachambers,23,Female,catherine34@gmail.com,1,1,0.0,0.0,1,2.88,Programming,Beginner,0.0,TC00051,1
U00864,taralucas,22,Female,wesleygomez@hotmail.com,1,1,0.0,0.0,1,2.0,Business,Advanced,1.0,TC00052,1
U00865,ynguyen,27,Male,katievasquez@hotmail.com,1,1,285.05,285.05,1,1.96,Business,Beginner,0.0,TC00028,1
U00866,kevinbryant,30,Male,kaneamber@yahoo.com,1,1,0.0,0.0,1,4.73,Machine Learning,Intermediate,0.0,TC00016,1
U00867,kadams,30,Male,smiththomas@yahoo.com,1,1,0.0,0.0,1,2.61,Design,Advanced,1.0,TC00047,1
U00868,brookelester,16,Female,jeannejones@yahoo.com,1,1,0.0,0.0,1,2.14,Digital Marketing,Beginner,0.0,TC00019,1
U00869,kathy66,19,Male,hernandezcrystal@gmail.com,1,1,0.0,0.0,1,2.01,Marketing,Advanced,1.0,TC00048,1
U00870,sarah55,22,Male,kennethbrown@outlook.com,15,15,64.40933333333334,966.14,10,3.4386666666666668,Marketing,Advanced,1.2,TC00042,2
U00871,harrisangel,26,Male,rebecca41@gmail.com,2,2,0.0,0.0,2,2.0549999999999997,Cybersecurity,Advanced,1.0,TC00007,2
U00872,leonard49,27,Male,uwhite@outlook.com,1,1,0.0,0.0,1,3.32,Web Development,Beginner,0.0,TC00026,1
U00873,nicholas43,28,Male,deanbrandon@hotmail.com,1,1,0.0,0.0,1,4.45,Design,Advanced,1.0,TC00032,1
U00874,daniel14,25,Male,webbalexander@yahoo.com,12,12,181.31166666666664,2175.74,10,3.276666666666667,Business,Advanced,0.8333333333333334,TC00042,2
U00875,lauren47,23,Male,cnorman@hotmail.com,1,1,57.32,57.32,1,4.74,Web Development,Advanced,1.0,TC00026,1
U00876,steven86,27,Male,ghart@outlook.com,14,14,168.03571428571428,2352.5,11,3.662857142857143,Artificial Intelligence,Intermediate,1.25,TC00040,2
U00877,brian68,35,Male,albert18@yahoo.com,1,1,490.9,490.9,1,4.55,Artificial Intelligence,Beginner,0.0,TC00027,1
U00878,gregory34,31,Male,christian06@hotmail.com,1,1,177.34,177.34,1,3.89,Digital Marketing,Advanced,1.0,TC00036,1
U00879,andrea15,18,Female,ygarcia@gmail.com,3,3,129.72,389.15999999999997,3,3.5100000000000002,Artificial Intelligence,Intermediate,0.0,TC00008,3
U00880,burnettjennifer,15,Male,jodi61@outlook.com,1,1,177.34,177.34,1,3.89,Digital Marketing,Advanced,1.0,TC00038,1
U00881,jayala,34,Female,austinamy@outlook.com,16,16,168.96,2703.36,10,3.0825,Artificial Intelligence,Intermediate,0.42857142857142855,TC00040,2
U00882,tyrone43,34,Female,adamjensen@gmail.com,1,1,0.0,0.0,1,2.14,Digital Marketing,Beginner,0.0,TC00022,1
U00883,brittany87,27,Female,anthony51@hotmail.com,3,3,157.42666666666665,472.28,3,3.83,Design,Beginner,0.3333333333333333,TC00033,3
U00884,davenportjerome,19,Male,fosteredward@hotmail.com,1,1,487.92,487.92,1,3.64,Business,Advanced,1.0,TC00028,1
U00885,moralessherri,28,Female,robinsonmichelle@gmail.com,1,1,117.68,117.68,1,2.57,Data Science,Advanced,1.0,TC00016,1
U00886,brenda56,22,Female,joshuacarrillo@hotmail.com,2,2,0.0,0.0,2,1.505,Machine Learning,Beginner,0.0,TC00029,2
U00887,joseph48,17,Male,fordmichelle@hotmail.com,1,1,0.0,0.0,1,2.14,Digital Marketing,Beginner,0.0,TC00019,1
U00888,ywright,15,Male,rubenvargas@outlook.com,4,4,122.91999999999999,491.67999999999995,3,3.525,Machine Learning,Advanced,0.6666666666666666,TC00004,4
U00889,robbinscatherine,31,Female,glopez@gmail.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00016,1
U00890,jacobscharles,31,Female,jonesbrian@hotmail.com,2,2,149.785,299.57,2,2.5100000000000002,Data Science,Beginner,0.0,TC00015,2
U00891,christopher59,28,Female,andrew63@gmail.com,2,2,0.0,0.0,2,4.195,Data Science,Advanced,1.0,TC00019,2
U00892,joneskayla,35,Male,jmack@hotmail.com,4,4,0.0,0.0,4,4.0375,Cybersecurity,Intermediate,0.0,TC00002,4
U00893,dwillis,15,Male,johnjensen@gmail.com,12,12,105.9375,1271.25,9,2.859166666666667,Business,Advanced,1.0,TC00042,2
U00894,edwardsjared,28,Female,donna27@gmail.com,3,3,170.64666666666668,511.94,3,2.86,Cybersecurity,Intermediate,1.0,TC00008,3
U00895,seanlambert,15,Male,garnerjohn@hotmail.com,4,4,137.055,548.22,3,4.0225,Marketing,Advanced,1.5,TC00053,3
U00896,calvindavis,29,Female,matanancy@hotmail.com,4,4,29.615000000000002,118.46000000000001,4,3.3525,Cybersecurity,Advanced,1.5,TC00004,4
U00897,zmarshall,20,Male,rjohnson@outlook.com,1,1,177.34,177.34,1,3.89,Digital Marketing,Advanced,1.0,TC00036,1
U00898,michelleramos,24,Female,fschwartz@gmail.com,12,12,55.26833333333334,663.22,8,2.9808333333333334,Machine Learning,Beginner,0.42857142857142855,TC00042,2
U00899,hallbrian,19,Male,ydavis@hotmail.com,1,1,0.0,0.0,1,2.01,Marketing,Advanced,1.0,TC00015,1
U00900,kochshannon,26,Female,yclark@gmail.com,2,2,59.52,119.04,2,3.34,Cybersecurity,Intermediate,0.0,TC00005,2
U00901,adam68,23,Female,john91@outlook.com,1,1,0.0,0.0,1,3.93,Cybersecurity,Intermediate,0.0,TC00031,1
U00902,jacobscameron,29,Male,christinapeterson@yahoo.com,2,2,124.05,248.1,2,1.7000000000000002,Artificial Intelligence,Beginner,0.0,TC00011,2
U00903,rojasjames,29,Female,omoon@gmail.com,13,13,95.28615384615385,1238.72,9,2.9415384615384617,Business,Advanced,1.2,TC00042,2
U00904,kristen47,16,Female,vmclean@yahoo.com,1,1,0.0,0.0,1,2.14,Digital Marketing,Beginner,0.0,TC00036,1
U00905,llawrence,15,Male,daniel77@outlook.com,1,1,0.0,0.0,1,4.45,Design,Advanced,1.0,TC00051,1
U00906,nicholsonkaren,34,Female,michaelsmith@outlook.com,1,1,299.57,299.57,1,3.74,Data Science,Beginner,0.0,TC00016,1
U00907,pachecomary,23,Female,adam92@outlook.com,12,12,170.68166666666664,2048.18,8,3.2266666666666666,Business,Beginner,0.42857142857142855,TC00040,2
U00908,tommywilkinson,16,Female,sarah20@gmail.com,1,1,0.0,0.0,1,3.93,Cybersecurity,Intermediate,0.0,TC00031,1
U00909,kristinevance,35,Female,whiteeric@hotmail.com,1,1,0.0,0.0,1,2.88,Programming,Beginner,0.0,TC00009,1
U00910,ramirezaaron,20,Female,costatraci@hotmail.com,3,3,122.38,367.14,3,2.0500000000000003,Artificial Intelligence,Beginner,0.0,TC00037,3
U00911,qallen,15,Female,jennifercollins@yahoo.com,10,10,99.66499999999999,996.65,7,3.318,Business,Beginner,0.6,TC00040,2
U00912,anthony80,28,Male,stephaniezimmerman@yahoo.com,1,1,0.0,0.0,1,1.91,Cybersecurity,Intermediate,0.0,TC00031,1
U00913,boyerjoseph,35,Female,michaeladams@hotmail.com,1,1,57.32,57.32,1,4.74,Web Development,Advanced,1.0,TC00025,1
U00914,goodwinmichelle,22,Male,danielmcclure@hotmail.com,1,1,0.0,0.0,1,4.11,Marketing,Intermediate,0.0,TC00050,1
U00915,phillipssean,24,Female,carolynrivera@outlook.com,13,13,103.35461538461537,1343.61,8,3.1823076923076923,Artificial Intelligence,Beginner,0.25,TC00042,2
U00916,donnacarlson,20,Male,cooperzachary@yahoo.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00016,1
U00917,tylersheppard,28,Female,webbheather@hotmail.com,15,15,87.99399999999999,1319.9099999999999,11,3.098,Business,Advanced,1.6,TC00042,2
U00918,maddoxmichael,35,Male,joshuadelgado@outlook.com,1,1,299.57,299.57,1,3.74,Data Science,Beginner,0.0,TC00057,1
U00919,kwheeler,28,Male,wbarrera@gmail.com,14,14,101.095,1415.33,8,2.8007142857142857,Business,Advanced,0.8333333333333334,TC00042,2
U00920,robertortiz,18,Female,randy02@gmail.com,1,1,0.0,0.0,1,4.1,Finance,Intermediate,0.0,TC00044,1
U00921,nharris,26,Male,joshuaduran@gmail.com,1,1,487.92,487.92,1,3.64,Business,Advanced,1.0,TC00028,1
U00922,rwilliams,31,Female,hball@outlook.com,2,2,0.0,0.0,2,1.4,Design,Advanced,0.5,TC00025,2
U00923,scott83,29,Female,nataliejackson@gmail.com,3,3,170.64666666666668,511.94,3,1.6833333333333333,Cybersecurity,Advanced,0.5,TC00007,3
U00924,grahammary,34,Male,traceyortiz@gmail.com,1,1,0.0,0.0,1,2.38,Cybersecurity,Advanced,1.0,TC00031,1
U00925,tjackson,31,Male,mmendoza@yahoo.com,2,2,245.45,490.9,2,4.605,Artificial Intelligence,Beginner,0.0,TC00027,2
U00926,debbie38,32,Male,michelewolf@gmail.com,2,2,171.305,342.61,2,4.49,Finance,Beginner,0.0,TC00048,2
U00927,kbowman,26,Male,lguerrero@yahoo.com,2,2,0.0,0.0,2,3.065,Business,Advanced,2.0,TC00002,2
U00928,uleon,33,Female,butlermichael@outlook.com,12,12,87.54,1050.48,9,2.85,Data Science,Advanced,0.8,TC00040,2
U00929,taylortiffany,25,Female,jennifergilbert@yahoo.com,4,4,111.12,444.48,3,3.1875,Data Science,Advanced,2.0,TC00008,3
U00930,joe26,34,Male,jeffreyramirez@hotmail.com,3,3,178.1833333333333,534.55,3,3.3233333333333337,Artificial Intelligence,Intermediate,0.0,TC00037,3
U00931,pgrant,31,Male,jeffreyvaughn@outlook.com,1,1,117.68,117.68,1,2.57,Data Science,Advanced,1.0,TC00015,1
U00932,yolandamckinney,21,Male,qjimenez@yahoo.com,1,1,57.32,57.32,1,4.74,Web Development,Advanced,1.0,TC00026,1
U00933,rebeccagrant,27,Female,millerjessica@hotmail.com,1,1,0.0,0.0,1,2.88,Programming,Beginner,0.0,TC00022,1
U00934,clarkamanda,15,Female,jimmycampbell@outlook.com,1,1,0.0,0.0,1,4.68,Project Management,Beginner,0.0,TC00014,1
U00935,andrew43,16,Female,hoconnell@outlook.com,1,1,0.0,0.0,1,3.65,Data Science,Beginner,0.0,TC00010,1
U00936,markmcbride,30,Female,hrobinson@hotmail.com,1,1,0.0,0.0,1,4.44,Digital Marketing,Beginner,0.0,TC00017,1
U00937,kimberly76,35,Male,billyhamilton@hotmail.com,1,1,0.0,0.0,1,1.81,Machine Learning,Advanced,1.0,TC00049,1
U00938,kellylevy,30,Male,uball@hotmail.com,1,1,0.0,0.0,1,4.51,Design,Beginner,0.0,TC00057,1
U00939,regina72,18,Male,autumn95@yahoo.com,1,1,0.0,0.0,1,3.6,Data Science,Intermediate,0.0,TC00016,1
U00940,bhughes,15,Female,patrickdavis@hotmail.com,1,1,0.0,0.0,1,1.91,Cybersecurity,Intermediate,0.0,TC00031,1
U00941,riceemily,20,Female,michael80@gmail.com,2,2,142.525,285.05,2,1.935,Business,Beginner,0.0,TC00028,2
U00942,greeves,21,Male,jonathanmullins@hotmail.com,1,1,0.0,0.0,1,4.14,Finance,Beginner,0.0,TC00044,1
U00943,patrickevans,21,Female,christopheraguilar@hotmail.com,2,2,0.0,0.0,2,2.195,Cybersecurity,Advanced,2.0,TC00006,2
U00944,mcdowellrichard,28,Female,mwoods@yahoo.com,1,1,117.68,117.68,1,2.57,Data Science,Advanced,1.0,TC00015,1
U00945,meganaguilar,27,Female,jenna45@gmail.com,1,1,0.0,0.0,1,4.68,Project Management,Beginner,0.0,TC00043,1
U00946,cobbrebecca,20,Female,esmith@hotmail.com,1,1,0.0,0.0,1,4.72,Marketing,Intermediate,0.0,TC00045,1
U00947,phillipsthomas,31,Female,robert99@yahoo.com,1,1,0.0,0.0,1,2.14,Digital Marketing,Beginner,0.0,TC00036,1
U00948,jenna85,34,Male,harringtonjason@hotmail.com,3,3,0.0,0.0,3,4.223333333333333,Finance,Intermediate,0.0,TC00037,3
U00949,andersondaniel,16,Male,dustinsimmons@hotmail.com,4,4,0.0,0.0,3,3.165,Machine Learning,Beginner,0.3333333333333333,TC00008,3
U00950,loricruz,33,Female,amartinez@yahoo.com,1,1,0.0,0.0,1,4.66,Digital Marketing,Intermediate,0.0,TC00036,1
U00951,perkinsian,15,Male,benjamintaylor@gmail.com,2,2,171.305,342.61,2,4.75,Digital Marketing,Intermediate,0.0,TC00035,2
U00952,fullerlaura,22,Female,dreeves@gmail.com,2,2,0.0,0.0,2,3.5,Business,Advanced,0.5,TC00028,2
U00953,lindsay67,31,Male,randall43@hotmail.com,3,3,29.863333333333333,89.59,3,2.646666666666667,Artificial Intelligence,Intermediate,1.0,TC00011,3
U00954,emily45,21,Female,judywilliams@yahoo.com,2,2,0.0,0.0,2,3.36,Business,Advanced,1.0,TC00013,2
U00955,howardfranco,35,Female,christopher22@hotmail.com,3,3,0.0,0.0,2,3.3800000000000003,Finance,Advanced,2.0,TC00037,2
U00956,sarahwilliams,21,Female,kellygregory@hotmail.com,1,1,327.99,327.99,1,1.51,Project Management,Beginner,0.0,TC00014,1
U00957,courtneyspence,22,Male,xmartin@gmail.com,3,3,70.79666666666667,212.39,2,2.6733333333333333,Web Development,Advanced,1.0,TC00058,2
U00958,vanessa84,28,Female,douglas85@gmail.com,2,2,0.0,0.0,1,4.550000000000001,Digital Marketing,Beginner,0.0,TC00002,1
U00959,jillianbenitez,22,Male,brownmonica@outlook.com,13,13,111.08076923076922,1444.05,9,3.110769230769231,Machine Learning,Advanced,1.0,TC00042,2
U00960,zdominguez,17,Male,jenniferzavala@gmail.com,1,1,0.0,0.0,1,2.61,Design,Advanced,1.0,TC00003,1
U00961,yodervalerie,31,Male,elizabeth16@outlook.com,14,14,88.7807142857143,1242.93,9,3.251428571428572,Artificial Intelligence,Beginner,0.7142857142857143,TC00042,2
U00962,mullenraven,20,Male,jamesgreen@hotmail.com,1,1,0.0,0.0,1,3.15,Business,Advanced,1.0,TC00028,1
U00963,xespinoza,20,Female,arivera@yahoo.com,2,2,0.0,0.0,2,2.9699999999999998,Cybersecurity,Advanced,1.0,TC00031,2
U00964,melissa75,16,Female,chavezbryce@outlook.com,1,1,0.0,0.0,1,2.98,Marketing,Advanced,1.0,TC00001,1
U00965,alexanderhart,34,Female,abigailstevens@hotmail.com,1,1,0.0,0.0,1,2.14,Digital Marketing,Beginner,0.0,TC00036,1
U00966,don65,23,Female,autumn61@outlook.com,1,1,0.0,0.0,1,2.43,Programming,Intermediate,0.0,TC00045,1
U00967,haledalton,15,Male,tevans@outlook.com,14,14,58.339285714285715,816.75,8,3.092142857142857,Project Management,Beginner,0.6666666666666666,TC00042,2
U00968,wmartin,21,Male,bryan25@outlook.com,2,2,0.0,0.0,2,2.525,Machine Learning,Beginner,0.0,TC00029,2
U00969,kevin31,29,Male,karina05@gmail.com,1,1,248.1,248.1,1,1.2,Artificial Intelligence,Beginner,0.0,TC00027,1
U00970,lcollins,18,Male,kelly21@yahoo.com,1,1,285.05,285.05,1,1.96,Business,Beginner,0.0,TC00052,1
U00971,xhicks,19,Female,ybaldwin@gmail.com,3,3,163.63333333333333,490.9,3,4.12,Artificial Intelligence,Advanced,0.5,TC00008,3
U00972,dross,27,Female,juanthomas@gmail.com,4,4,147.82999999999998,591.3199999999999,4,3.6125,Artificial Intelligence,Beginner,0.0,TC00037,4
U00973,robertsnicolas,22,Male,mark15@yahoo.com,1,1,57.32,57.32,1,4.74,Web Development,Advanced,1.0,TC00026,1
U00974,qcraig,31,Male,stephensonelizabeth@yahoo.com,1,1,0.0,0.0,1,4.66,Digital Marketing,Intermediate,0.0,TC00036,1
U00975,kroman,35,Female,jrobinson@hotmail.com,1,1,0.0,0.0,1,3.32,Web Development,Beginner,0.0,TC00025,1
U00976,johnsonchristopher,30,Male,lynchnorma@gmail.com,12,12,121.88583333333334,1462.63,9,3.1658333333333335,Business,Advanced,1.25,TC00040,2
U00977,mrubio,33,Female,birdjeanette@yahoo.com,1,1,0.0,0.0,1,2.98,Marketing,Advanced,1.0,TC00036,1
U00978,hgonzalez,18,Male,sherrypalmer@gmail.com,1,1,0.0,0.0,1,4.51,Design,Beginner,0.0,TC00003,1
U00979,berryjohn,16,Female,richard23@hotmail.com,3,3,0.0,0.0,3,4.1433333333333335,Cybersecurity,Beginner,0.3333333333333333,TC00033,3
U00980,oliverwayne,17,Male,fdavis@yahoo.com,1,1,0.0,0.0,1,1.59,Finance,Advanced,1.0,TC00048,1
U00981,vbryant,34,Male,zachary79@yahoo.com,13,13,110.55461538461539,1437.21,9,2.746923076923077,Artificial Intelligence,Advanced,2.3333333333333335,TC00042,2
U00982,austinandrea,27,Female,gmontoya@outlook.com,1,1,346.71,346.71,1,1.23,Project Management,Advanced,1.0,TC00043,1
U00983,richardrhodes,26,Female,thomasperry@yahoo.com,1,1,0.0,0.0,1,2.0,Business,Advanced,1.0,TC00052,1
U00984,ilambert,27,Male,hhall@outlook.com,1,1,415.51,415.51,1,3.11,Artificial Intelligence,Intermediate,0.0,TC00030,1
U00985,sara25,21,Male,sara90@hotmail.com,1,1,0.0,0.0,1,1.81,Machine Learning,Advanced,1.0,TC00051,1
U00986,crystalharris,25,Male,davidmartin@outlook.com,2,2,0.0,0.0,1,3.66,Cybersecurity,Advanced,0.5,TC00001,2
U00987,jonathanhanson,27,Female,melissa05@gmail.com,1,1,0.0,0.0,1,4.44,Digital Marketing,Beginner,0.0,TC00036,1
U00988,haley70,21,Female,adouglas@yahoo.com,1,1,0.0,0.0,1,2.38,Cybersecurity,Advanced,1.0,TC00031,1
U00989,dillonmatthew,26,Male,dbrewer@yahoo.com,12,12,82.80166666666666,993.62,9,2.6199999999999997,Business,Advanced,1.5,TC00040,2
U00990,nunezsandra,20,Male,hallcarl@outlook.com,1,1,0.0,0.0,1,4.1,Finance,Intermediate,0.0,TC00023,1
U00991,fernandezkristen,30,Male,stephanieyork@gmail.com,1,1,89.59,89.59,1,2.68,Artificial Intelligence,Intermediate,0.0,TC00027,1
U00992,achase,22,Female,pdean@outlook.com,4,4,238.0775,952.31,4,2.8225,Business,Advanced,1.5,TC00008,4
U00993,jamesarnold,17,Male,crystalblankenship@outlook.com,1,1,326.02,326.02,1,2.69,Business,Intermediate,0.0,TC00028,1
U00994,chaneyjeremy,29,Female,hannah24@gmail.com,1,1,0.0,0.0,1,4.73,Machine Learning,Intermediate,0.0,TC00038,1
U00995,yholloway,27,Female,victoriawelch@hotmail.com,2,2,0.0,0.0,2,2.29,Cybersecurity,Advanced,0.5,TC00031,2
U00996,jon28,24,Male,myersanna@gmail.com,1,1,0.0,0.0,1,4.66,Digital Marketing,Intermediate,0.0,TC00036,1
U00997,vmyers,34,Female,edwardbarrera@outlook.com,15,15,30.699333333333335,460.49,8,3.1686666666666667,Design,Advanced,1.4,TC00040,2
U00998,brendarogers,18,Male,mckayandrea@gmail.com,2,2,163.995,327.99,2,2.555,Data Science,Beginner,0.0,TC00008,2
U00999,tshaffer,33,Female,reedjeffrey@outlook.com,1,1,0.0,0.0,1,4.51,Design,Beginner,0.0,TC00032,1
U01000,tara10,16,Female,matthewserrano@gmail.com,12,12,95.95166666666665,1151.4199999999998,7,3.4483333333333337,Machine Learning,Advanced,1.6666666666666667,TC00040,2
U01001,matthewrobertson,18,Male,briannaalvarado@yahoo.com,1,1,0.0,0.0,1,3.45,Project Management,Intermediate,0.0,TC00060,1
U01002,paul47,19,Male,sara84@yahoo.com,1,1,0.0,0.0,1,3.15,Business,Advanced,1.0,TC00052,1
U01003,james19,35,Male,cameron98@hotmail.com,1,1,0.0,0.0,1,2.0,Business,Advanced,1.0,TC00028,1
U01004,albertbell,16,Female,rachel22@yahoo.com,1,1,415.51,415.51,1,3.11,Artificial Intelligence,Intermediate,0.0,TC00030,1
U01005,zshelton,19,Male,eric88@hotmail.com,1,1,119.04,119.04,1,2.75,Finance,Intermediate,0.0,TC00023,1
U01006,youngcolleen,19,Male,shannonmiller@yahoo.com,2,2,18.945,37.89,2,1.8650000000000002,Programming,Advanced,1.0,TC00005,2
U01007,thompsonalicia,30,Male,maldonadopaul@gmail.com,1,1,0.0,0.0,1,4.1,Finance,Intermediate,0.0,TC00023,1
U01008,julie04,18,Male,enewton@outlook.com,2,2,0.0,0.0,2,3.24,Data Science,Beginner,0.0,TC00019,2
U01009,jessicamorrow,15,Female,narnold@hotmail.com,1,1,0.78,0.78,1,3.89,Machine Learning,Advanced,1.0,TC00010,1
U01010,staceybrown,35,Female,matthewlawrence@gmail.com,1,1,0.0,0.0,1,2.61,Design,Advanced,1.0,TC00003,1
U01011,uarnold,18,Male,ginabenitez@gmail.com,1,1,248.1,248.1,1,1.2,Artificial Intelligence,Beginner,0.0,TC00027,1
U01012,aolson,35,Female,kimberlylong@gmail.com,1,1,327.99,327.99,1,1.51,Project Management,Beginner,0.0,TC00014,1
U01013,pcook,22,Male,kimberly96@yahoo.com,3,3,99.85666666666667,299.57,3,2.8033333333333332,Business,Advanced,1.0,TC00008,3
U01014,jessicalong,17,Male,stevenperez@yahoo.com,3,3,0.0,0.0,3,3.366666666666667,Artificial Intelligence,Advanced,1.0,TC00011,3
U01015,coledennis,29,Male,browndavid@outlook.com,15,15,79.52266666666667,1192.84,9,3.234,Data Science,Intermediate,1.25,TC00042,2
U01016,nwright,27,Female,sandovalnorma@yahoo.com,2,2,28.66,57.32,2,3.165,Finance,Advanced,2.0,TC00005,2
U01017,dhernandez,21,Female,tylermartin@gmail.com,2,2,305.53499999999997,611.0699999999999,1,2.325,Business,Beginner,0.0,TC00052,1
U01018,shannonrobertson,23,Female,sarasparks@yahoo.com,1,1,0.0,0.0,1,4.14,Finance,Beginner,0.0,TC00039,1
U01019,monique55,27,Male,rossashley@gmail.com,1,1,0.0,0.0,1,4.14,Finance,Beginner,0.0,TC00005,1
